ts,phase,step_idx,reward,avg_reward,std_reward,training_time,implementation_time
1765859876.8162222,implement,4,,,,,0.0012449000000742672
1765859890.4678316,implement,4,,,,,0.0013157000000774133
1765859890.527776,implement,4,,,,,0.0011890000000676082
1765859900.2736597,implement,4,,,,,0.0011653999999907683
1765859900.3298006,implement,4,,,,,0.00098230000003241
1765859900.3778954,implement,4,,,,,0.0011280000001079316
1765859915.7466588,implement,4,,,,,0.0014820999999756168
1765859917.2020102,implement,4,,,,,0.0012964000000010856
1765859925.568606,implement,4,,,,,0.00010399999996479892
1765859925.657333,implement,4,,,,,0.001501699999835182
1765859931.2000883,implement,4,,,,,0.0009892999999010499
1765859939.552757,implement,4,,,,,0.0010988999999881344
1765859939.6378376,implement,4,,,,,0.0013470999999753985
1765859939.6843681,implement,4,,,,,0.0012335000001257868
1765859960.4196284,implement,4,,,,,0.0011772000000291882
1765859965.8191211,implement,4,,,,,0.0010445000000345317
1765859982.4683173,implement,4,,,,,0.001260700000102588
1765860025.7364953,implement,4,,,,,0.001026599999931932
1765860027.1746702,implement,4,,,,,0.0012824000000364322
1765860035.613199,implement,4,,,,,0.00120310000011159
1765860035.658619,implement,4,,,,,0.0011704000000918313
1765860056.5060048,implement,4,,,,,0.0011128000001008331
1765860056.6029224,implement,4,,,,,0.0010952999998607993
1765860063.6100006,implement,4,,,,,0.0012497000000166736
1765860063.713973,implement,4,,,,,0.0011176000000432396
1765860063.9395094,implement,4,,,,,0.001053600000204824
1765860070.8809814,implement,4,,,,,0.0014458000000558968
1765860088.661495,implement,4,,,,,0.00140360000000328
1765860098.5164418,implement,4,,,,,0.0011652000000594853
1765860106.6888266,implement,4,,,,,0.0011219000000437518
1765860106.753465,implement,4,,,,,0.001233800000136398
1765860129.213617,implement,4,,,,,0.0015313999999762018
1765860129.280123,implement,4,,,,,0.0002678000000742031
1765860183.1773489,implement,4,,,,,0.0009091000001717475
1765860190.103194,implement,4,,,,,0.001086299999997209
1765860194.3589785,implement,4,,,,,0.00019740000016099657
1765860194.5954869,implement,4,,,,,0.0011034999999992579
1765860207.5989668,implement,4,,,,,0.0011162999999214662
1765860207.6745427,implement,4,,,,,0.0012649999998757266
1765860207.7523098,implement,4,,,,,0.0011616999997841049
1765860263.4531574,implement,4,,,,,0.0015430000003107125
1765860285.3226082,implement,4,,,,,0.0012137999997321458
1765860300.4063506,implement,4,,,,,0.0011976000000686327
1765860318.40581,implement,4,,,,,0.0013176000002204091
1765860319.8373892,implement,4,,,,,0.0011527000001478882
1765860319.90395,implement,4,,,,,0.0012578999999277585
1765860358.7364535,implement,4,,,,,0.0011726000002454384
1765860374.0866833,implement,4,,,,,0.0011530000001584995
1765860374.1711712,implement,4,,,,,0.0010996999999406398
1765860409.0463,implement,4,,,,,0.0009853999999904772
1765860409.0885851,implement,4,,,,,0.0010889999998653366
1765860409.1421573,implement,4,,,,,0.0012719000001197855
1765860416.1466606,implement,4,,,,,0.001083699999981036
1765860416.206456,implement,4,,,,,0.0009690999995655147
1765860417.624946,implement,4,,,,,0.0010327999998480664
1765860417.678549,implement,4,,,,,0.001047299999754614
1765860456.5014899,implement,4,,,,,0.0011736999999811815
1765860456.5494814,implement,4,,,,,0.001281700000163255
1765860456.6275904,implement,4,,,,,0.0008883000000423635
1765860467.837208,implement,4,,,,,0.0012401999997564417
1765860485.7616913,implement,4,,,,,0.001139200000125129
1765860485.8390605,implement,4,,,,,0.001004700000066805
1765860490.1236134,implement,4,,,,,0.0012431000000105996
1765860490.1785164,implement,4,,,,,0.0013915999998062034
1765860535.1065798,implement,4,,,,,0.0011284999995950784
1765860542.0046515,implement,4,,,,,0.0010907000000770495
1765860542.2322106,implement,4,,,,,0.0012367999997877632
